3,10,12
8,12,8
13,10,6
18,10,10
23,8,12
28,12,12
33,8,12
38,12,8
43,12,8
48,10,12
53,2,8
58,8,8
63,10,12
68,10,12
73,8,12
78,5,5
83,10,12
88,12,12
93,12,12
98,10,10
103,8,8
108,6,8
113,1,8
118,8,12
123,7,5
128,10,12
133,10,10
138,8,12
143,8,12
148,9,8
153,12,10
158,12,12
163,10,10
168,12,8
173,12,10
178,12,12
183,4,12
188,12,8
193,11,12
198,12,12
203,10,8
208,8,8
213,6,8
218,8,12
223,12,12
228,12,5
233,8,12
238,12,12
243,10,12
248,12,8
253,12,8
258,8,12
263,6,12
268,10,12
273,2,5
278,11,8
283,8,8
288,8,10
293,12,12
298,10,12
303,6,12
308,8,8
313,9,12
318,12,12
323,8,12
328,10,12
333,10,10
338,12,12
343,8,12
348,12,12
353,8,8
358,12,12
363,12,12
368,10,12
373,10,10
378,12,12
383,12,12
388,8,5
393,11,8
398,7,7
403,12,12
408,12,12
413,10,7
418,2,8
423,3,12
428,8,8
433,10,8
438,12,12
443,10,12
448,11,10
453,8,8
458,12,12
463,7,12
468,8,12
473,10,12
478,12,12
483,12,12
488,6,12
493,8,12
498,11,12
503,12,12
508,8,8
513,8,12
518,8,12
523,12,10
528,0,8
533,10,12
538,8,12
543,11,8
548,12,12
553,6,8
558,10,12
563,3,8
568,12,12
573,12,8
578,8,12
583,10,12
588,10,8
593,11,12
598,8,12
603,8,12
608,10,12
613,0,12
618,8,8
623,8,8
628,8,12
633,12,12
638,10,8
643,8,12
648,11,12
653,8,8
658,10,12
663,12,12
668,10,7
673,12,8
678,5,5
683,7,5
688,8,12
693,10,12
698,6,8
703,7,8
708,8,8
713,5,12
718,12,12
723,8,7
728,4,12
733,7,12
738,12,12
743,3,12
748,10,10
753,10,12
758,12,12
763,8,12
768,10,12
773,2,8
778,3,12
783,8,12
788,8,8
793,12,12
798,12,12
803,12,12
808,12,12
813,10,12
818,12,12
823,10,12
828,12,12
833,12,12
838,8,8
843,6,10
848,12,12
853,8,12
858,10,12
863,12,12
868,12,12
873,11,8
878,7,12
883,12,12
888,8,12
893,8,8
898,10,10
903,12,8
908,12,12
913,10,10
918,10,8
923,8,12
928,10,12
933,5,12
938,3,12
943,10,12
948,8,8
953,10,10
958,1,12
963,12,8
968,10,12
973,12,8
978,8,12
983,10,12
988,10,12
993,12,12
998,6,12
1003,12,12
1008,10,8
1013,8,12
1018,8,8
1023,12,12
1028,12,12
1033,10,12
1038,8,12
1043,8,8
1048,10,12
1053,10,12
1058,10,12
1063,6,8
1068,10,12
1073,12,8
1078,5,12
1083,12,8
1088,5,5
1093,12,12
1098,8,8
1103,4,12
1108,12,12
1113,10,8
1118,12,10
1123,12,12
1128,9,12
1133,9,12
1138,8,8
1143,10,12
1148,12,12
1153,10,10
1158,8,12
1163,6,12
1168,7,12
1173,10,12
1178,8,8
1183,6,10
1188,12,12
1193,12,12
1198,12,8
1203,8,8
1208,12,10
1213,12,12
1218,12,8
1223,12,12
1228,12,10
1233,12,8
1238,9,12
1243,1,12
1248,4,7
1253,12,12
1258,12,8
1263,12,12
1268,10,12
1273,10,12
1278,10,12
1283,6,12
1288,12,12
1293,8,12
1298,12,12
1303,11,12
1308,8,8
1313,12,12
1318,8,8
1323,12,8
1328,10,12
1333,6,12
1338,8,12
1343,2,12
1348,10,12
1353,9,12
1358,7,7
1363,6,12
1368,9,12
1373,12,12
1378,0,12
1383,10,12
1388,11,12
1393,12,12
1398,6,12
1403,10,12
1408,8,12
1413,7,10
1418,8,12
1423,8,8
1428,12,12
1433,12,8
1438,1,5
1443,6,12
1448,2,8
1453,12,12
1458,6,12
1463,9,12
1468,11,8
