296
t_index	tf-idf
288	0.179992
350	0.025240
515	0.081095
659	0.025815
677	0.022000
684	0.019258
687	0.059783
703	0.054414
717	0.013518
751	0.038944
776	0.073461
782	0.014548
798	0.022000
956	0.072509
967	0.020295
969	0.073063
1035	0.058547
1060	0.014773
1129	0.021860
1158	0.051818
1270	0.039897
1293	0.068365
1329	0.041304
1335	0.013085
1349	0.011933
1373	0.166396
1377	0.015316
1431	0.025717
1511	0.034246
1553	0.029892
1595	0.088538
1619	0.016886
1758	0.044269
1782	0.135386
1788	0.028825
1841	0.043305
1887	0.073461
1962	0.012794
1977	0.068365
2077	0.021721
2134	0.029892
2198	0.039571
2211	0.020114
2234	0.038350
2338	0.073063
2384	0.062445
2428	0.017023
2521	0.044762
2549	0.016484
2556	0.024963
2561	0.030032
2629	0.058547
2739	0.018081
2841	0.030464
2852	0.091063
2855	0.049715
2892	0.073063
2910	0.036237
2939	0.027167
2964	0.027278
3026	0.052633
3121	0.050754
3148	0.055933
3260	0.063078
3267	0.058428
3309	0.030318
3396	0.042076
3605	0.085721
3658	0.035764
3769	0.015761
3838	0.059783
3910	0.015080
4036	0.024170
4054	0.074491
4094	0.081095
4143	0.035764
4154	0.029171
4160	0.027057
4169	0.034246
4174	0.024692
4222	0.076128
4246	0.055634
4284	0.045816
4293	0.033460
4401	0.053682
4410	0.049715
4411	0.024000
4446	0.062445
4476	0.061825
4487	0.059452
4520	0.021501
4542	0.020794
4602	0.035998
4678	0.025460
4793	0.026316
4849	0.038350
4879	0.052301
4896	0.035998
5026	0.031357
5052	0.052226
5064	0.073063
5080	0.063334
5103	0.039171
5132	0.073063
5186	0.028086
5240	0.033460
5311	0.056405
5378	0.022881
5402	0.023427
5547	0.053309
5584	0.017284
5750	0.016528
5861	0.033652
5937	0.045277
6049	0.015276
6080	0.030464
6081	0.036481
6196	0.110013
6262	0.043342
6344	0.060333
6466	0.048510
6497	0.052301
6596	0.024604
6686	0.086275
6728	0.054780
6856	0.009014
6866	0.020114
6913	0.030005
6920	0.033846
6925	0.039988
6937	0.034699
7027	0.013316
7074	0.022286
7118	0.018917
7121	0.032904
7136	0.081095
7140	0.055948
7165	0.024516
7194	0.048967
7337	0.078342
7474	0.030913
7534	0.032201
7573	0.018756
7671	0.021381
7700	0.063043
7719	0.340778
7783	0.073063
7880	0.044762
7894	0.046976
7916	0.024000
7961	0.019080
7972	0.022957
7979	0.017069
8090	0.022143
8121	0.036481
8175	0.029892
8202	0.023588
8206	0.023280
8216	0.040049
8218	0.081095
8227	0.017832
8259	0.019935
8264	0.060333
8385	0.056999
8416	0.055634
8442	0.048967
8528	0.024963
8537	0.021497
8556	0.013316
8574	0.031066
8577	0.061625
8598	0.049207
8647	0.068365
8849	0.170223
8884	0.023834
8972	0.094842
8989	0.034451
9030	0.086683
9122	0.018809
9128	0.034510
9179	0.081095
9196	0.076103
9202	0.018132
9228	0.065031
9303	0.014147
9334	0.046976
9377	0.032169
9432	0.033086
9456	0.044269
9649	0.033272
9845	0.062445
9926	0.026316
9935	0.022805
9987	0.051373
9992	0.077287
9995	0.034873
10077	0.044269
10086	0.021248
10088	0.144127
10097	0.065031
10100	0.023348
10124	0.048967
10151	0.125051
10217	0.040233
10225	0.117093
10257	0.033460
10314	0.068365
10335	0.081095
10337	0.081158
10422	0.024872
10423	0.022654
10471	0.009460
10523	0.035310
10581	0.007107
10607	0.057651
10727	0.014474
10734	0.048339
10736	0.048856
10746	0.040579
10768	0.081095
10810	0.071997
10812	0.058960
10813	0.031539
10896	0.060333
11116	0.023112
11194	0.150328
11232	0.043342
11262	0.081095
11317	0.048967
11320	0.026419
11323	0.050515
11473	0.044762
11522	0.025240
11538	0.022286
11545	0.007565
11559	0.076571
11568	0.069570
11599	0.024255
11615	0.054414
11629	0.025145
11666	0.036731
11692	0.081095
11698	0.042364
11714	0.029616
11884	0.033460
11953	0.041304
11994	0.027104
11995	0.049744
12005	0.090319
12008	0.056999
12066	0.031539
12093	0.021584
12178	0.025913
12214	0.040233
12215	0.084230
12223	0.087161
12225	0.036467
12262	0.036731
12287	0.063731
12291	0.044269
12310	0.058547
12327	0.019258
12371	0.015927
12386	0.038064
12387	0.081095
12394	0.218225
12401	0.021790
12487	0.070178
12518	0.028222
12547	0.032373
12626	0.007585
12681	0.044269
12964	0.027575
12970	0.014698
13080	0.048032
13159	0.027057
13208	0.055933
13244	0.004726
13282	0.049715
13285	0.020234
13304	0.026734
13325	0.055698
13343	0.059856
13357	0.031066
13388	0.017882
13424	0.054414
13462	0.032201
13469	0.024782
13566	0.113999
13573	0.014364
13583	0.017397
13598	0.009247
13625	0.035998
13701	0.028953
13723	0.124264
13724	0.123910
