330
t_index	tf-idf
105	0.024768
193	0.081829
202	0.072254
233	0.044670
237	0.043208
243	0.020787
408	0.027821
524	0.031865
525	0.015918
578	0.062025
586	0.019371
588	0.027281
654	0.060140
676	0.023277
687	0.097730
735	0.058106
741	0.034900
744	0.029771
762	0.049477
774	0.062630
784	0.031689
799	0.039081
816	0.016262
836	0.048650
849	0.042106
881	0.012476
960	0.120280
1016	0.065841
1085	0.021818
1100	0.014750
1104	0.039779
1160	0.070366
1172	0.156324
1188	0.037217
1190	0.052405
1250	0.038424
1320	0.019664
1354	0.034006
1373	0.033794
1383	0.037507
1506	0.032597
1513	0.034670
1523	0.062692
1534	0.062630
1565	0.145971
1603	0.028522
1620	0.053869
1629	0.033585
1673	0.060140
1678	0.065841
1702	0.017126
1708	0.034670
1711	0.065841
1741	0.064601
1759	0.044125
1858	0.028788
1872	0.022954
1981	0.054895
1997	0.049477
2070	0.036126
2164	0.035871
2198	0.052405
2247	0.113568
2293	0.037507
2305	0.025345
2365	0.075013
2369	0.023114
2370	0.047880
2384	0.024957
2479	0.020787
2560	0.010694
2602	0.031346
2615	0.039425
2624	0.065841
2655	0.058106
2692	0.058106
2754	0.025345
2788	0.051341
2803	0.040145
2809	0.021890
2854	0.033585
2864	0.009776
2882	0.042376
2895	0.018429
2903	0.070269
2917	0.026379
2971	0.043110
2978	0.139450
3026	0.020149
3065	0.037217
3074	0.017560
3097	0.065576
3288	0.047160
3295	0.049477
3333	0.034223
3453	0.070366
3483	0.044125
3501	0.049477
3540	0.102581
3655	0.062630
3692	0.051494
3802	0.039779
3810	0.028135
3811	0.050370
3934	0.060140
3977	0.024862
4021	0.032225
4052	0.078101
4082	0.020274
4111	0.029771
4150	0.031346
4155	0.058398
4247	0.010354
4273	0.065841
4310	0.043110
4329	0.034670
4340	0.038110
4344	0.037804
4387	0.065194
4390	0.036127
4407	0.012260
4475	0.060140
4481	0.033794
4509	0.044670
4554	0.036229
4625	0.034670
4685	0.028135
4714	0.029626
4734	0.051341
4859	0.012825
4882	0.065841
4963	0.026271
5009	0.186084
5042	0.004120
5063	0.047880
5164	0.049477
5237	0.051341
5238	0.028522
5310	0.070366
5315	0.011098
5338	0.053581
5339	0.112771
5385	0.050493
5419	0.013869
5426	0.043110
5469	0.084406
5485	0.015918
5491	0.044137
5498	0.058106
5590	0.029626
5607	0.024674
5683	0.042635
5812	0.217089
5875	0.021534
5900	0.024308
5904	0.049477
5929	0.058106
5955	0.018012
6086	0.054895
6097	0.049477
6166	0.065841
6378	0.020811
6416	0.040915
6599	0.019371
6656	0.036965
6670	0.016709
6746	0.023611
6760	0.038474
6778	0.021746
6807	0.042928
6813	0.018166
6876	0.035922
6915	0.034670
6925	0.042635
6991	0.014712
7015	0.147737
7033	0.024957
7074	0.018863
7092	0.012889
7226	0.037217
7263	0.061700
7272	0.027639
7282	0.020722
7342	0.039425
7432	0.071601
7483	0.041444
7622	0.016003
7670	0.035620
7690	0.113413
7698	0.018376
7749	0.056385
7775	0.062630
7853	0.040054
7889	0.025149
7902	0.055287
7912	0.028788
7925	0.054895
7936	0.032225
7943	0.033631
7965	0.017174
7997	0.019199
8084	0.058106
8130	0.034900
8210	0.026513
8280	0.020703
8308	0.015707
8422	0.020464
8505	0.039425
8526	0.080290
8550	0.145950
8556	0.054895
8633	0.052405
8714	0.091341
8721	0.058106
8765	0.062630
8803	0.032225
8814	0.078101
8830	0.085270
8848	0.058106
8875	0.045242
9050	0.040873
9116	0.023954
9128	0.007745
9158	0.024957
9167	0.036934
9238	0.065841
9277	0.026934
9337	0.031346
9353	0.252084
9489	0.024130
9497	0.065841
9570	0.062630
9650	0.023781
9660	0.029919
9718	0.039779
9770	0.013419
9785	0.029339
9821	0.011210
9828	0.031516
9841	0.075740
9849	0.080463
10045	0.030531
10093	0.034006
10098	0.058106
10140	0.096131
10161	0.037217
10166	0.018115
10227	0.033380
10234	0.077443
10268	0.049477
10331	0.065841
10333	0.019546
10416	0.047160
10450	0.045435
10469	0.021325
10495	0.019546
10508	0.060140
10509	0.131682
10554	0.030689
10564	0.022954
10600	0.018807
10627	0.033146
10646	0.065841
10647	0.125261
10744	0.035375
10814	0.051341
10818	0.023526
10852	0.013019
10938	0.038110
10943	0.109790
10978	0.042179
11116	0.033179
11261	0.054895
11272	0.065841
11273	0.062630
11297	0.039425
11311	0.036429
11325	0.024582
11396	0.078101
11419	0.091691
11465	0.040800
11481	0.028522
11504	0.071240
11577	0.027281
11587	0.060140
11605	0.018918
11626	0.033380
11639	0.040915
11641	0.053581
11654	0.041742
11656	0.110557
11763	0.013052
11774	0.021746
11833	0.024768
11864	0.062362
11871	0.098954
11874	0.052405
11896	0.111651
11980	0.006240
12021	0.021746
12092	0.009274
12141	0.029482
12154	0.037804
12167	0.020986
12209	0.044125
12210	0.025544
12278	0.043110
12372	0.020212
12391	0.044125
12392	0.007305
12598	0.035875
12731	0.013279
12745	0.014155
12779	0.098954
12790	0.054895
13011	0.018206
13026	0.053642
13052	0.019487
13088	0.018376
13092	0.026821
13097	0.025345
13136	0.052405
13185	0.025053
13339	0.068623
13346	0.016754
13358	0.032409
13359	0.041742
13362	0.008659
13367	0.046483
13434	0.009042
