252
t_index	tf-idf
31	0.026842
108	0.053450
121	0.029329
124	0.040680
156	0.030574
158	0.043039
400	0.036301
408	0.018091
525	0.015526
550	0.068634
583	0.044717
586	0.018894
611	0.030411
678	0.045339
780	0.055510
869	0.050078
881	0.060846
1197	0.032759
1253	0.050227
1299	0.105715
1314	0.048685
1339	0.049131
1364	0.040715
1568	0.040304
1589	0.061089
1657	0.058660
1769	0.147392
1793	0.043570
1802	0.020404
1945	0.054998
2179	0.074958
2197	0.025417
2240	0.115998
2275	0.042533
2470	0.040715
2479	0.020276
2493	0.047453
2547	0.035757
2560	0.020861
2660	0.022947
2663	0.153346
2669	0.072602
2704	0.064221
2809	0.085406
2840	0.040304
2921	0.034988
2984	0.037172
3074	0.051385
3466	0.076179
3471	0.117320
3497	0.044416
3503	0.128441
3504	0.040304
3551	0.070350
3656	0.049131
3742	0.033597
3762	0.022866
3837	0.051115
3881	0.013701
3907	0.076179
3926	0.036874
3962	0.076179
3988	0.064221
4039	0.034743
4053	0.024530
4144	0.062864
4232	0.047420
4244	0.038454
4269	0.019533
4320	0.029780
4338	0.046702
4407	0.011958
4539	0.076179
4558	0.102231
4625	0.033816
4775	0.064221
4781	0.024530
4809	0.011899
4930	0.043570
5013	0.187891
5019	0.068634
5061	0.050078
5073	0.025214
5142	0.026161
5257	0.104524
5279	0.013631
5304	0.046702
5315	0.005412
5385	0.024625
5409	0.022705
5419	0.027055
5475	0.140105
5595	0.028897
5612	0.042049
5617	0.053544
5781	0.076179
5782	0.068540
5787	0.014350
5875	0.021004
5888	0.056676
6005	0.046702
6008	0.192662
6010	0.041586
6011	0.076179
6012	0.054998
6041	0.029627
6325	0.054998
6378	0.020298
6419	0.016209
6499	0.076179
6579	0.038800
6588	0.058660
6595	0.021004
6599	0.037789
6653	0.031795
6706	0.053683
6710	0.049131
6733	0.053544
6760	0.025018
6851	0.017770
6943	0.076179
7033	0.073028
7156	0.140105
7225	0.045963
7277	0.056676
7307	0.031981
7387	0.076179
7394	0.047245
7410	0.128441
7453	0.057024
7471	0.103512
7474	0.076179
7476	0.076179
7491	0.036301
7535	0.099509
7538	0.048259
7601	0.018132
7622	0.031218
7636	0.037479
7689	0.036584
7865	0.025214
7869	0.084927
7889	0.049061
7939	0.022158
7997	0.018727
8093	0.035238
8191	0.024818
8210	0.008620
8212	0.050078
8222	0.070476
8280	0.006731
8282	0.058660
8370	0.068634
8644	0.043570
8653	0.041141
8737	0.052262
8747	0.091723
8828	0.137268
8882	0.044129
8984	0.020212
9050	0.013289
9147	0.040304
9161	0.068634
9277	0.026271
9339	0.019355
9381	0.061089
9470	0.049131
9614	0.076179
9626	0.022158
9694	0.076179
9702	0.023887
9790	0.068634
9806	0.069487
9881	0.021932
9891	0.039526
9909	0.050254
9938	0.076179
9971	0.045339
9991	0.076179
10036	0.162469
10179	0.064221
10234	0.013330
10237	0.048760
10279	0.053544
10307	0.037172
10338	0.091232
10346	0.006676
10437	0.026496
10469	0.020800
10598	0.113351
10627	0.032330
10724	0.188945
10730	0.053544
10802	0.021423
10874	0.034743
10880	0.021711
10883	0.076179
10896	0.038454
10901	0.044129
10912	0.058660
10977	0.018080
10991	0.043039
11096	0.026725
11181	0.030574
11205	0.019414
11234	0.058660
11301	0.234641
11305	0.020936
11311	0.021320
11315	0.068634
11348	0.039908
11518	0.048259
11541	0.058660
11584	0.023280
11608	0.054998
11627	0.015200
11655	0.026052
11763	0.038192
11764	0.023365
11797	0.205902
11841	0.122178
11921	0.018345
12092	0.009045
12101	0.042049
12128	0.025943
12154	0.036874
12165	0.043039
12206	0.089434
12229	0.033597
12253	0.065925
12305	0.056160
12364	0.064221
12389	0.056676
12392	0.035628
12598	0.034993
12731	0.019428
12745	0.027613
12748	0.099954
12862	0.064726
12881	0.051249
13011	0.031076
13052	0.076031
13065	0.052262
13078	0.058660
13083	0.086690
13097	0.024721
13140	0.011635
13141	0.030741
13336	0.013493
13364	0.052103
13405	0.056676
13434	0.017639
