189
t_index	tf-idf
52	0.046909
71	0.031563
110	0.036369
237	0.028052
390	0.036866
408	0.024083
424	0.068045
472	0.048701
503	0.018193
519	0.027512
569	0.063170
577	0.058001
589	0.024929
599	0.204611
720	0.172327
749	0.048701
932	0.052617
940	0.039440
1085	0.028330
1506	0.042326
1652	0.084164
1688	0.015999
1702	0.022238
1709	0.084989
1782	0.488412
1809	0.061235
1882	0.044156
2016	0.047600
2032	0.050312
2113	0.043082
2154	0.063862
2290	0.112667
2340	0.078089
2354	0.069572
2560	0.013885
2591	0.025379
2629	0.074070
2895	0.047858
2919	0.026738
2924	0.090631
2960	0.049087
3002	0.076598
3155	0.071279
3184	0.034536
3233	0.078086
3268	0.052617
3363	0.033431
3497	0.039418
3641	0.037716
3721	0.101410
3867	0.085491
3881	0.018239
3888	0.033836
3897	0.042825
3950	0.039643
4209	0.042082
4232	0.031563
4247	0.026887
4253	0.091366
4554	0.023521
4717	0.023124
4755	0.039212
4809	0.015840
4857	0.041843
4867	0.153121
4871	0.075447
5042	0.021396
5107	0.101410
5159	0.091366
5239	0.037380
5279	0.018146
5315	0.014410
5500	0.031563
5589	0.063170
5624	0.118321
5697	0.053126
5744	0.049087
5787	0.019103
5950	0.054768
5968	0.032038
6100	0.043082
6129	0.089448
6200	0.060663
6378	0.013511
6589	0.011272
6595	0.055921
6644	0.026244
6658	0.025003
6713	0.032655
6720	0.035577
6807	0.027870
6851	0.023656
6909	0.040922
6991	0.019103
7206	0.091366
7289	0.040483
7307	0.042573
7539	0.121449
7540	0.101410
7541	0.075447
7601	0.072413
7709	0.143543
7799	0.039931
7826	0.055379
7902	0.023929
7939	0.029497
7943	0.014556
7951	0.050312
8101	0.075467
8110	0.048701
8113	0.050312
8209	0.015959
8280	0.008961
8599	0.051376
8714	0.023720
8809	0.075447
8872	0.031447
8926	0.075447
8927	0.025923
8944	0.045348
8947	0.085491
8949	0.047250
9050	0.017691
9064	0.053126
9072	0.058001
9134	0.039043
9197	0.101410
9207	0.034680
9217	0.050745
9295	0.083881
9439	0.103608
9489	0.031331
9625	0.030878
9829	0.096115
9862	0.043082
9866	0.089448
9966	0.058745
10066	0.090631
10166	0.023521
10234	0.047320
10346	0.017774
10371	0.065403
10398	0.062170
10455	0.041147
10499	0.030225
10549	0.084651
10551	0.158402
10779	0.058001
10813	0.122469
10848	0.045932
10852	0.033809
10960	0.065403
11089	0.032781
11205	0.025844
11254	0.043343
11287	0.031563
11311	0.009460
11324	0.078089
11327	0.064243
11470	0.052126
11605	0.024564
11763	0.016947
11818	0.078089
11902	0.033168
11949	0.032405
11980	0.008102
12021	0.028236
12080	0.056620
12158	0.050312
12167	0.027249
12226	0.062170
12600	0.040922
12726	0.035888
12848	0.040043
12936	0.054768
12990	0.078008
13011	0.005910
13026	0.104477
13110	0.037425
13140	0.015489
13194	0.053653
13206	0.049128
13244	0.046251
13260	0.258254
13317	0.047600
13362	0.056217
13402	0.085491
13432	0.054768
13450	0.027424
