551
t_index	tf-idf
71	0.029184
78	0.031458
79	0.027088
82	0.014538
93	0.020038
108	0.016448
110	0.016814
114	0.037633
121	0.018050
137	0.032164
166	0.031458
195	0.018919
201	0.019568
336	0.042182
390	0.017043
391	0.031458
407	0.025438
408	0.011134
416	0.016519
424	0.031458
438	0.015631
503	0.075696
519	0.012719
567	0.030820
570	0.064328
572	0.016448
588	0.016377
589	0.011525
593	0.031458
602	0.028310
676	0.055893
687	0.011733
692	0.046883
730	0.011525
731	0.030820
744	0.017871
749	0.022515
786	0.031458
849	0.012638
881	0.022468
931	0.025320
961	0.018617
1013	0.065060
1055	0.034880
1058	0.037823
1062	0.015097
1072	0.013797
1078	0.039817
1079	0.023879
1096	0.192396
1100	0.017709
1104	0.023879
1130	0.140649
1184	0.017871
1320	0.011804
1341	0.009762
1383	0.022515
1387	0.042240
1389	0.118802
1392	0.031458
1441	0.037596
1494	0.014485
1513	0.020812
1565	0.025036
1569	0.033847
1626	0.016739
1652	0.019455
1656	0.023879
1688	0.007396
1709	0.039291
1741	0.038779
1838	0.027158
1858	0.017281
1872	0.041337
1886	0.019917
1918	0.027181
1935	0.011628
1991	0.011525
2022	0.027520
2050	0.021687
2070	0.021686
2109	0.035520
2158	0.024326
2174	0.042240
2247	0.051130
2253	0.046520
2278	0.009530
2295	0.032895
2369	0.013875
2435	0.029701
2445	0.078531
2468	0.010453
2481	0.032953
2484	0.029204
2512	0.046883
2560	0.012839
2562	0.021687
2580	0.026323
2590	0.019235
2638	0.020950
2639	0.036101
2645	0.026815
2665	0.017697
2671	0.020161
2675	0.029512
2693	0.015770
2725	0.030820
2827	0.015835
2864	0.017605
2882	0.012719
2889	0.032337
2903	0.021091
2904	0.029204
2917	0.031670
2947	0.013637
2949	0.079047
3001	0.018234
3002	0.047217
3008	0.016889
3013	0.016377
3021	0.059401
3042	0.021235
3074	0.010541
3104	0.028742
3146	0.031160
3147	0.017201
3148	0.079464
3182	0.017960
3249	0.031458
3339	0.043296
3363	0.015456
3369	0.032164
3497	0.027335
3529	0.012095
3530	0.011804
3552	0.022171
3566	0.017281
3567	0.018141
3569	0.046883
3623	0.019455
3641	0.087182
3644	0.017528
3676	0.020038
3710	0.033847
3711	0.036101
3724	0.028742
3726	0.047145
3734	0.027520
3778	0.033847
3813	0.043374
3839	0.018050
3864	0.033847
3870	0.020676
3871	0.020414
3881	0.033729
3892	0.016592
3937	0.049609
3960	0.026815
3968	0.023680
3993	0.018050
4053	0.030194
4067	0.018617
4076	0.010968
4082	0.012170
4110	0.023666
4138	0.027751
4142	0.029204
4143	0.044773
4151	0.022515
4191	0.020812
4203	0.053614
4207	0.022171
4214	0.045828
4218	0.019128
4219	0.032809
4247	0.018645
4381	0.010874
4407	0.014719
4419	0.046792
4438	0.032895
4439	0.021844
4441	0.047270
4460	0.021382
4462	0.010338
4555	0.017528
4599	0.020414
4621	0.016889
4663	0.028310
4717	0.032072
4755	0.018128
4783	0.030820
4809	0.021969
4832	0.033969
4859	0.038492
4916	0.016237
5042	0.059350
5056	0.023460
5073	0.015517
5162	0.034880
5215	0.011257
5238	0.017122
5239	0.034563
5272	0.025520
5308	0.046883
5315	0.039971
5323	0.036101
5351	0.022694
5382	0.016377
5404	0.013731
5419	0.016651
5485	0.028666
5491	0.017663
5607	0.014812
5674	0.025057
5697	0.073682
5698	0.024561
5702	0.042240
5705	0.014592
5738	0.042240
5740	0.097469
5771	0.025057
5787	0.017663
5795	0.039524
5806	0.025057
5903	0.016665
5917	0.017960
5935	0.020812
5955	0.021625
5973	0.034880
6063	0.080444
6186	0.015900
6204	0.014981
6248	0.025593
6383	0.060387
6386	0.055807
6419	0.049878
6453	0.189818
6461	0.285030
6517	0.046883
6577	0.030429
6589	0.010423
6620	0.074621
6630	0.018234
6644	0.012133
6646	0.043367
6676	0.018817
6682	0.030237
6706	0.016519
6716	0.018050
6746	0.014173
6751	0.017445
6760	0.023095
6794	0.027903
6823	0.026176
6848	0.075171
6851	0.010936
6886	0.030820
6900	0.013317
6901	0.028346
6931	0.027903
6991	0.017663
6992	0.021844
7033	0.029963
7044	0.011457
7047	0.028666
7074	0.067938
7086	0.024804
7092	0.007737
7097	0.049609
7188	0.022515
7210	0.017871
7225	0.018858
7258	0.080502
7282	0.024878
7316	0.022694
7341	0.035056
7409	0.012361
7438	0.018223
7457	0.379956
7483	0.037317
7536	0.060114
7550	0.039524
7573	0.024326
7574	0.025593
7575	0.033847
7591	0.015395
7601	0.011159
7602	0.029701
7603	0.061578
7616	0.046883
7627	0.046883
7653	0.013875
7709	0.026545
7716	0.049340
7738	0.032164
7779	0.014485
7799	0.055382
7826	0.012801
7853	0.016029
7855	0.057484
7858	0.084364
7902	0.055314
7911	0.019128
7921	0.062916
7939	0.027274
7943	0.040377
7965	0.010309
7997	0.011525
8037	0.022341
8060	0.021533
8079	0.074075
8101	0.017445
8105	0.037596
8138	0.027088
8175	0.042240
8210	0.005305
8238	0.017697
8272	0.014432
8280	0.016570
8299	0.015397
8308	0.009429
8318	0.043689
8319	0.059379
8327	0.022341
8340	0.042672
8362	0.027903
8384	0.030237
8420	0.026488
8590	0.098411
8597	0.010168
8599	0.023752
8600	0.030820
8601	0.019455
8625	0.027558
8674	0.015274
8714	0.060314
8717	0.031458
8830	0.025593
8864	0.010874
8927	0.023969
8938	0.010999
8941	0.049343
8944	0.031448
8977	0.016448
9000	0.046002
9003	0.018519
9045	0.027158
9050	0.040893
9095	0.020038
9097	0.046883
9128	0.032547
9131	0.010751
9173	0.036101
9198	0.038256
9202	0.016100
9207	0.048099
9227	0.025057
9234	0.015835
9266	0.016966
9269	0.014275
9273	0.028742
9277	0.016168
9279	0.024098
9298	0.024804
9339	0.011912
9384	0.010968
9402	0.038471
9457	0.046883
9538	0.019128
9582	0.032164
9588	0.019682
9591	0.036100
9593	0.055041
9594	0.023666
9599	0.016033
9635	0.021091
9641	0.027158
9645	0.067695
9652	0.032164
9678	0.024804
9708	0.015214
9716	0.019023
9717	0.026368
9743	0.019344
9745	0.042240
9770	0.008055
9811	0.024561
9821	0.006729
9823	0.018422
9837	0.035568
9843	0.026488
9856	0.069197
9877	0.019799
9881	0.013498
9882	0.024326
9889	0.027903
9909	0.010309
9916	0.023260
9918	0.029701
9983	0.011390
10024	0.019344
10160	0.046100
10166	0.021748
10187	0.028759
10189	0.026194
10234	0.010938
10288	0.040827
10318	0.037596
10344	0.016168
10346	0.036977
10372	0.016665
10440	0.028310
10455	0.019023
10463	0.037596
10483	0.026023
10495	0.023466
10497	0.016592
10499	0.013973
10501	0.014123
10554	0.018422
10556	0.014485
10559	0.020286
10571	0.019235
10575	0.208118
10577	0.119304
10578	0.036467
10600	0.011290
10601	0.025593
10605	0.022341
10606	0.020791
10627	0.019897
10690	0.046883
10748	0.020286
10775	0.023680
10836	0.032953
10852	0.007815
10958	0.057939
11084	0.015274
11085	0.020676
11096	0.016448
11098	0.036101
11113	0.020676
11123	0.014646
11160	0.020038
11257	0.021687
11264	0.018716
11287	0.014592
11305	0.012884
11311	0.048110
11325	0.014756
11328	0.027520
11334	0.013407
11340	0.024804
11377	0.093766
11395	0.014537
11432	0.017612
11433	0.042470
11465	0.012246
11481	0.017122
11495	0.016592
11499	0.057484
11514	0.045030
11564	0.023666
11566	0.018422
11567	0.022341
11582	0.016448
11627	0.009354
11636	0.015706
11658	0.046920
11736	0.069450
11763	0.007835
11816	0.021687
11833	0.029735
11864	0.012478
11867	0.015517
11881	0.035568
11950	0.042240
11959	0.053614
11980	0.044950
11988	0.062988
11990	0.094872
12019	0.014023
12020	0.031285
12021	0.026108
12025	0.031541
12052	0.018422
12092	0.011134
12124	0.049952
12128	0.015966
12137	0.009208
12164	0.010874
12167	0.012598
12193	0.045387
12207	0.032201
12245	0.021382
12284	0.040789
12286	0.017362
12294	0.046883
12298	0.046883
12313	0.056148
12319	0.019023
12339	0.026488
12354	0.036101
12372	0.024266
12382	0.019568
12447	0.045387
12450	0.033847
12516	0.029204
12525	0.020038
12526	0.046883
12594	0.019568
12598	0.043071
12709	0.021533
12745	0.016994
12772	0.036101
12848	0.101819
12883	0.041337
12909	0.037596
12965	0.046883
12976	0.064673
12990	0.012021
13011	0.016393
13051	0.054527
13052	0.035094
13075	0.015456
13088	0.044124
13110	0.034604
13140	0.028643
13155	0.032715
13184	0.014538
13185	0.030078
13202	0.039524
13207	0.016519
13219	0.025195
13233	0.014327
13266	0.021687
13295	0.031801
13304	0.021533
13308	0.036101
13315	0.015643
13330	0.093766
13336	0.008304
13346	0.040230
13351	0.020414
13362	0.041584
13386	0.020812
13434	0.027139
13449	0.037432
13480	0.053881
13481	0.085963
13487	0.046883
