225
t_index	tf-idf
79	0.028001
166	0.065036
217	0.023070
335	0.077802
341	0.060376
383	0.037696
407	0.026295
416	0.068303
437	0.029728
438	0.016157
503	0.017388
519	0.052590
586	0.024040
589	0.023827
694	0.050012
742	0.065036
758	0.096926
819	0.051280
881	0.030967
1057	0.032603
1058	0.046917
1072	0.014262
1078	0.027439
1093	0.081711
1100	0.054917
1383	0.093094
1474	0.045837
1565	0.025879
1688	0.030583
1720	0.028990
1835	0.043901
1953	0.077726
1955	0.063716
2154	0.040692
2194	0.048087
2243	0.069976
2276	0.055436
2390	0.054116
2421	0.051280
2445	0.064942
2468	0.021611
2560	0.013271
2580	0.013605
2889	0.033426
2917	0.032737
2919	0.051111
2922	0.033286
2950	0.030507
2977	0.065036
3002	0.048807
3207	0.068127
3228	0.065036
3238	0.062511
3363	0.063906
3530	0.024404
3566	0.035727
3580	0.058527
3608	0.032603
3641	0.072096
3783	0.072111
3888	0.032340
4121	0.060376
4247	0.012849
4263	0.069976
4282	0.052911
4407	0.015215
4586	0.516972
4621	0.034917
4790	0.115374
4832	0.023409
4859	0.047747
4903	0.069976
4916	0.067137
4919	0.057687
4968	0.024112
4994	0.077726
5042	0.035787
5061	0.127432
5146	0.145645
5315	0.048204
5454	0.021977
5491	0.018258
5500	0.030167
5705	0.060335
5744	0.046916
5799	0.049821
5809	0.060376
5859	0.068127
5977	0.074636
6015	0.057687
6115	0.078655
6116	0.047296
6147	0.089033
6285	0.077726
6354	0.038086
6419	0.041247
6555	0.081711
6589	0.021548
6600	0.040221
6603	0.113791
6630	0.037696
6646	0.017931
6656	0.022937
6746	0.029301
6765	0.048501
6848	0.051803
6851	0.045219
6881	0.087326
7074	0.046818
7092	0.015996
7171	0.087326
7181	0.063716
7215	0.087326
7225	0.019493
7282	0.025716
7591	0.095480
7622	0.059580
7799	0.025444
7853	0.016569
7902	0.045742
7943	0.013912
7957	0.077726
7965	0.021313
8106	0.072111
8208	0.029728
8210	0.010968
8280	0.008564
8305	0.096926
8319	0.073656
8341	0.072111
8473	0.096926
8503	0.065036
8582	0.040221
8597	0.021022
8636	0.115374
8674	0.031577
8714	0.011336
8746	0.081711
8757	0.198835
8761	0.213731
8944	0.086686
8949	0.045161
8977	0.034003
9000	0.031701
9050	0.016908
9128	0.028837
9131	0.022227
9143	0.054761
9175	0.040691
9180	0.062511
9402	0.079534
9595	0.032471
9626	0.028193
9651	0.043312
9713	0.048927
9770	0.033307
9821	0.013912
9823	0.038086
9841	0.062664
9849	0.033286
9852	0.106684
9898	0.034003
9909	0.042627
10160	0.023827
10166	0.022481
10234	0.005653
10346	0.025482
10355	0.038693
10495	0.024257
10501	0.029197
10551	0.030279
10597	0.024478
10722	0.065036
10852	0.016157
10879	0.071790
10952	0.049821
11069	0.096926
11079	0.054116
11084	0.063154
11257	0.044835
11287	0.030167
11365	0.028990
11424	0.025396
11495	0.034301
11566	0.038086
11577	0.033857
11627	0.019339
11647	0.084406
11759	0.065036
11774	0.026988
11805	0.055436
11881	0.073533
11902	0.063402
11980	0.015488
11993	0.060335
12092	0.011509
12124	0.068847
12136	0.052346
12138	0.059421
12158	0.048087
12245	0.044205
12371	0.058527
12484	0.051280
12546	0.096926
12677	0.096926
12731	0.008240
12745	0.017567
12883	0.056973
12884	0.045837
12943	0.027077
13011	0.014121
13017	0.060376
13052	0.024184
13088	0.022805
13092	0.066571
13110	0.017885
13150	0.043026
13206	0.023478
13219	0.026044
13262	0.027257
13270	0.035397
13346	0.062378
13362	0.042985
13383	0.044835
13434	0.056107
