136
t_index	tf-idf
9	0.063802
35	0.103765
124	0.076751
144	0.067970
217	0.034210
437	0.044082
438	0.143754
524	0.058641
578	0.057072
780	0.157099
782	0.046825
816	0.029927
829	0.066012
849	0.038743
1072	0.042298
1104	0.073205
1203	0.052012
1296	0.077622
1314	0.045928
1341	0.089782
1395	0.110675
1709	0.040152
1792	0.110561
1872	0.126726
2069	0.069023
2109	0.036297
2154	0.030170
2240	0.164142
2384	0.045928
2405	0.057685
2493	0.089530
2750	0.081203
2968	0.121166
3074	0.032316
3078	0.103090
3225	0.069571
3852	0.058641
3987	0.131094
4053	0.092563
4150	0.057685
4247	0.019054
4376	0.106931
4407	0.022562
4693	0.048150
4780	0.038743
4809	0.022450
4968	0.035755
5042	0.022743
5142	0.049358
5215	0.034510
5479	0.113545
5485	0.029293
5705	0.044734
5861	0.039118
5875	0.039628
5903	0.051089
5932	0.097491
5992	0.028080
6000	0.085373
6031	0.172130
6102	0.066968
6114	0.080248
6172	0.164410
6378	0.019149
6519	0.052012
6550	0.124381
6589	0.015976
6656	0.034013
6784	0.052979
6991	0.027075
7432	0.043922
7438	0.083800
7471	0.130199
7622	0.058900
7799	0.018865
7853	0.024570
7884	0.037195
7954	0.023660
8113	0.071307
8138	0.041521
8191	0.093649
8210	0.016264
8280	0.038099
8313	0.078743
8365	0.052733
8458	0.121166
8625	0.042242
8714	0.016809
8752	0.119286
8870	0.061164
8875	0.083258
8899	0.077622
8984	0.038134
9277	0.049567
9384	0.067247
9594	0.072553
9702	0.090136
9713	0.072553
9785	0.107986
9821	0.020630
10123	0.058317
10129	0.103765
10234	0.058684
10237	0.030665
10333	0.035970
10346	0.012596
10460	0.115258
10492	0.025653
10601	0.078461
10606	0.031869
10623	0.086788
10842	0.129316
11122	0.405139
11160	0.061430
11334	0.082201
11424	0.037659
11584	0.043922
11590	0.121166
11662	0.209753
11809	0.172130
11839	0.078461
11920	0.048745
12020	0.047955
12028	0.025784
12164	0.033336
12229	0.063387
12731	0.048873
12748	0.062862
13011	0.029316
13083	0.054520
13088	0.033817
13140	0.021952
13207	0.050642
13434	0.016640
13441	0.124690
13442	0.220411
