233
t_index	tf-idf
104	0.097509
227	0.059081
291	0.097509
310	0.038134
358	0.031266
386	0.064741
400	0.041668
401	0.043913
403	0.202278
445	0.039893
450	0.083339
492	0.039893
576	0.048687
585	0.044404
608	0.049707
684	0.025702
711	0.071146
717	0.054124
804	0.022058
837	0.074249
865	0.026843
868	0.053210
899	0.099415
904	0.065351
956	0.032256
974	0.055844
1010	0.026605
1060	0.019716
1067	0.045435
1187	0.107389
1247	0.074249
1335	0.017463
1349	0.015925
1377	0.020440
1410	0.116899
1592	0.172918
1619	0.022535
1880	0.091238
1962	0.034149
1976	0.023733
1989	0.061146
2066	0.055502
2204	0.071146
2357	0.033074
2368	0.046540
2370	0.056154
2413	0.021594
2453	0.053246
2497	0.045978
2511	0.102732
2561	0.040080
2573	0.083339
2701	0.056697
2726	0.049020
2932	0.032601
3052	0.056154
3096	0.078135
3121	0.013547
3183	0.048362
3210	0.060870
3230	0.059739
3267	0.038988
3285	0.083765
3333	0.073002
3337	0.038814
3496	0.041460
3636	0.025760
3750	0.051975
3859	0.068562
3879	0.076070
3959	0.034716
3992	0.109264
4036	0.032256
4254	0.074036
4397	0.034584
4492	0.025246
4505	0.033685
4542	0.027751
4593	0.042308
4602	0.048043
4613	0.052811
4654	0.025102
4709	0.075937
4738	0.093892
4853	0.051181
4988	0.024679
5052	0.034850
5283	0.076268
5311	0.011581
5402	0.093797
5494	0.046540
5508	0.039893
5541	0.029456
5584	0.015378
5601	0.091238
5676	0.064513
5686	0.038437
5734	0.038988
5750	0.022058
5755	0.020387
5826	0.078135
5970	0.033685
6044	0.194750
6139	0.089520
6140	0.044157
6173	0.057843
6305	0.102363
6306	0.042092
6308	0.074249
6310	0.029647
6361	0.058450
6373	0.065351
6544	0.036858
6645	0.028838
6686	0.046057
6689	0.031589
6844	0.035122
6913	0.020022
6923	0.051223
7051	0.039893
7063	0.037483
7096	0.074023
7198	0.046830
7256	0.050427
7308	0.026448
7339	0.086789
7536	0.038301
7745	0.028715
7796	0.061277
7798	0.046257
7863	0.025760
8117	0.037003
8132	0.096524
8197	0.040270
8206	0.015535
8336	0.043205
8364	0.061900
8407	0.060427
8437	0.049020
8464	0.036740
8471	0.044404
8537	0.019126
8556	0.017771
8791	0.147060
8952	0.234406
8964	0.100126
8971	0.033561
9005	0.043437
9061	0.044656
9122	0.025102
9128	0.023028
9172	0.045704
9242	0.172290
9259	0.023733
9303	0.018880
9377	0.042933
9407	0.034584
9489	0.086789
9586	0.027498
9716	0.033438
9718	0.148498
9838	0.031480
9872	0.082921
9920	0.067873
9935	0.030435
9938	0.097509
9989	0.018595
10004	0.040657
10012	0.072620
10040	0.015535
10086	0.028357
10221	0.048687
10358	0.087826
10375	0.059081
10418	0.045978
10471	0.094690
10473	0.065351
10474	0.046182
10495	0.108228
10528	0.059081
10579	0.037324
10607	0.038470
10672	0.075286
10718	0.060072
10727	0.019317
10736	0.032601
10829	0.055123
10959	0.187904
11038	0.091305
11048	0.177243
11141	0.067416
11213	0.077058
11339	0.060427
11363	0.043205
11384	0.063530
11440	0.110327
11545	0.020193
11658	0.028357
11737	0.049360
11808	0.063530
11809	0.037805
11929	0.051573
11994	0.018087
12005	0.030135
12064	0.068643
12066	0.042092
12148	0.060427
12149	0.036705
12150	0.104249
12301	0.049778
12327	0.012851
12340	0.046257
12389	0.065351
12423	0.041460
12479	0.049360
12553	0.043913
12839	0.051975
12959	0.038301
12964	0.073602
12977	0.047335
13000	0.054156
13159	0.036110
13160	0.054632
13244	0.053610
13284	0.020979
13358	0.074249
13373	0.016530
13454	0.029081
13492	0.031480
13573	0.019170
13585	0.059739
13668	0.067416
13681	0.093892
