228
t_index	tf-idf
91	0.068420
307	0.029766
317	0.082202
518	0.024578
524	0.118245
621	0.065199
659	0.028285
668	0.042341
711	0.058410
727	0.077869
857	0.035282
925	0.022644
956	0.026482
967	0.066711
1083	0.136840
1155	0.166043
1158	0.014194
1179	0.136840
1231	0.062453
1279	0.023951
1340	0.044462
1344	0.066105
1349	0.026149
1449	0.088923
1500	0.074905
1551	0.071253
1560	0.045255
1598	0.022371
1649	0.038446
1674	0.047009
1728	0.029888
1841	0.166068
1962	0.014018
2036	0.032600
2077	0.023799
2239	0.088165
2258	0.088853
2336	0.062453
2353	0.038688
2412	0.088853
2438	0.040809
2518	0.032301
2576	0.028834
2636	0.256022
2666	0.046102
2725	0.042670
2803	0.056289
2833	0.052298
2874	0.035661
2887	0.044852
2904	0.060957
2936	0.170682
2977	0.050200
2980	0.049609
3026	0.057668
3044	0.160106
3085	0.080053
3111	0.076418
3121	0.011122
3154	0.020966
3230	0.049045
3403	0.022104
3412	0.078885
3489	0.057305
3639	0.039972
3701	0.052883
3755	0.100400
3769	0.034537
3773	0.056289
3824	0.054472
4076	0.045255
4089	0.128296
4154	0.015981
4169	0.037523
4293	0.036662
4322	0.049045
4487	0.021713
4520	0.023558
4617	0.086018
4654	0.020609
4662	0.041101
4678	0.069740
4734	0.019592
4826	0.020609
4962	0.088853
4964	0.029766
5026	0.017179
5031	0.071253
5051	0.023875
5052	0.028612
5076	0.088853
5207	0.051471
5378	0.050140
5423	0.068420
5484	0.085337
5506	0.058410
5507	0.032449
5508	0.098255
5584	0.018938
5596	0.041706
5614	0.062453
5651	0.028722
5676	0.105928
5719	0.020147
5734	0.032009
5750	0.072436
5888	0.034557
6076	0.035282
6112	0.062453
6279	0.052883
6388	0.088853
6470	0.028393
6782	0.040245
6862	0.024498
6917	0.064148
6925	0.021907
7013	0.026861
7018	0.033061
7098	0.039443
7140	0.020433
7255	0.033475
7283	0.071253
7337	0.042919
7348	0.088853
7353	0.014663
7489	0.017870
7536	0.031445
7573	0.082200
7606	0.089704
7694	0.054306
7853	0.029176
7938	0.108156
7951	0.058410
7961	0.020906
7962	0.043009
7979	0.018702
8012	0.064148
8079	0.068420
8092	0.273679
8148	0.035661
8227	0.019538
8259	0.021842
8537	0.015702
8556	0.014590
8571	0.024340
8781	0.050819
8784	0.045672
8856	0.019271
8877	0.032905
8889	0.056289
8937	0.088853
9173	0.080053
9176	0.050819
9195	0.064148
9196	0.062538
9553	0.054903
9555	0.066105
9561	0.057305
9578	0.071253
9600	0.095596
9734	0.084681
9778	0.059620
9838	0.025845
9956	0.052157
9966	0.034038
9979	0.036052
10060	0.057445
10061	0.078885
10377	0.036455
10466	0.041400
10471	0.005183
10541	0.080053
10573	0.035470
10579	0.030642
10654	0.071253
10685	0.025845
10841	0.019701
10967	0.057305
11054	0.026765
11064	0.102941
11088	0.014812
11388	0.028071
11393	0.058122
11413	0.034209
11450	0.044462
11629	0.013775
11658	0.046562
11698	0.023209
11739	0.069113
11835	0.064567
11840	0.047986
11888	0.062889
11994	0.014849
12005	0.049480
12064	0.028177
12215	0.007099
12254	0.053152
12255	0.029646
12263	0.015940
12324	0.068420
12327	0.010550
12397	0.020609
12398	0.100400
12444	0.029061
12489	0.070194
12547	0.035470
12548	0.273679
12597	0.088853
12625	0.050200
12626	0.008311
12831	0.027210
12970	0.016104
13204	0.043715
13244	0.012945
13273	0.069113
13330	0.028834
13350	0.046548
13360	0.055348
13412	0.048997
13419	0.028502
13477	0.064148
13478	0.060957
13551	0.109985
13573	0.031476
13576	0.052047
13594	0.036871
13606	0.052883
13710	0.032301
